comment_id,video_title,author_name,comment_text,like_count,sentiment_label,sentiment_score,published_at
UgzfsholFXdNBu_JXoV4AaABAg,Ankul Sir की Nouns Complete Guidance | English Tricks | SSC | SSC CGL | English #shorts #english,@shagunkushwaha12,❤❤❤,0,NEGATIVE,0.6971,2026-05-06 03:42:20
UgzALFNRezzuVXnyrZJ4AaABAg,Daily Current Affairs 2026 | 6 May Current Affairs 2026 | Current Affairs Today | Jayshree Ma'am,@Jyotikumariburnwal2,Thanku very much mam😊😊🙏🙏aap bahut acchse se samjha ke padhati h,3,POSITIVE,0.9942,2026-05-06 03:30:17
UgwfEwK1uNeK3N-IHlh4AaABAg,Daily Current Affairs 2026 | 6 May Current Affairs 2026 | Current Affairs Today | Jayshree Ma'am,@Onlystudy-l7y,"MIND BLOWING CLASS GURU MAA 🥰🥰
THANK YOU SO MUCH MAM 🙏
AAP BAHUT BAHUT ACHA PADHTE HO MAM 🥰🥰🥰🥰🥰🥰🙏",1,NEGATIVE,0.9792,2026-05-06 03:23:19
UgxGPQqVFA17EbPFgQ14AaABAg,Daily Current Affairs 2026 | 6 May Current Affairs 2026 | Current Affairs Today | Jayshree Ma'am,@AKHILPANCHAL-q1g,Mujhe bhut sare questions yad hai jo paper me aaye the,2,NEGATIVE,0.9359,2026-05-06 03:21:37
UgwTzmGTPen92oQljgl4AaABAg,Daily Current Affairs 2026 | 6 May Current Affairs 2026 | Current Affairs Today | Jayshree Ma'am,@AKHILPANCHAL-q1g,Mam mujhe discussion group nhi mil rha hai plz bataye,1,NEGATIVE,0.9881,2026-05-06 03:20:35
Ugwg1VgIgtT8LIyFii54AaABAg,Daily Current Affairs 2026 | 6 May Current Affairs 2026 | Current Affairs Today | Jayshree Ma'am,@HarHarMahadev-p1f,🕉️ Very nice season Thank you so much Ma'am ji 🙏😊💯🔥,1,POSITIVE,0.9999,2026-05-06 03:20:17
UgzIv3iTID0FXRN9mOB4AaABAg,Daily Current Affairs 2026 | 6 May Current Affairs 2026 | Current Affairs Today | Jayshree Ma'am,@SanjanaButhyall,❤❤,0,NEGATIVE,0.6971,2026-05-06 03:18:56
UgwTKBG1ZJ_3V0BC1TF4AaABAg,Most Important Current Affairs Update | Breaking News of Past 24 Hours  #shorts #news #breakingnews,@aspirantkavitakushwaha9370,thanks ma'am jir❤,0,POSITIVE,0.9998,2026-05-05 16:07:20
UgwgtePNxpdnOJAYHup4AaABAg,Daily Current Affairs 2026 | 5 May Current Affairs 2026 | Current Affairs Today | Jayshree Ma'am,@md.naseemahmad1641,Good morning Mam,0,POSITIVE,0.9997,2026-05-05 15:50:46
UgzVKu3GWIwHCNgncSZ4AaABAg,Daily Current Affairs 2026 | 5 May Current Affairs 2026 | Current Affairs Today | Jayshree Ma'am,@SanjibBurnwal,Jay shree Ram mam 😊,0,POSITIVE,0.5273,2026-05-05 15:40:22
Ugwc-OAQ-fWWxhlR-SR4AaABAg,Daily Current Affairs 2026 | 5 May Current Affairs 2026 | Current Affairs Today | Jayshree Ma'am,@amankumar-h1d8w,Pdf,0,POSITIVE,0.7824,2026-05-05 14:58:48
UgzqdklDXgm7AgfDXWR4AaABAg,Most Important Current Affairs Update | Breaking News of Past 24 Hours  #shorts #news #breakingnews,@nishukashyap8079,😊🎉🎉,0,NEGATIVE,0.6971,2026-05-05 14:40:41
UgzoZqSu6ycN7XM17bJ4AaABAg,Daily Current Affairs 2026 | 5 May Current Affairs 2026 | Current Affairs Today | Jayshree Ma'am,@sumanKumar-i3q1o,Doawlond nh ho rha hai,0,NEGATIVE,0.973,2026-05-05 13:36:10
UgzcTcaj-eGmkFXIu6l4AaABAg,Ankul Sir की Nouns Complete Guidance | English Tricks | SSC | SSC CGL | English #shorts #english,@Vidyanand_yadav.07,❤,0,NEGATIVE,0.6971,2026-05-05 13:07:18
UgyEd2lxlJ_YBzKO2hN4AaABAg,Daily Current Affairs 2026 | 5 May Current Affairs 2026 | Current Affairs Today | Jayshree Ma'am,@aanshutiwari-h7i,Mam app kha se hai .,0,NEGATIVE,0.8162,2026-05-05 12:28:22
UgyKz5wVNsjG_lxb6Ll4AaABAg,Daily Current Affairs 2026 | 5 May Current Affairs 2026 | Current Affairs Today | Jayshree Ma'am,@RajanVerma-kb1xn,Jai shree ram mam,1,POSITIVE,0.9953,2026-05-05 11:53:11
UgzrveIXPbUpb4pb0KR4AaABAg,Daily Current Affairs 2026 | 5 May Current Affairs 2026 | Current Affairs Today | Jayshree Ma'am,@VISHALKUMAR-sz4jv,Thanks mam,0,POSITIVE,0.9998,2026-05-05 11:44:43
UgzxhaQrx-i5ET7rjcZ4AaABAg,Most Important Current Affairs Update | Breaking News of Past 24 Hours  #shorts #news #breakingnews,@AKANKSHAT-4J,Thankyou mam,0,POSITIVE,0.9998,2026-05-05 10:59:35
Ugyw-AhIou4qwml7gmR4AaABAg,Daily Current Affairs 2026 | 5 May Current Affairs 2026 | Current Affairs Today | Jayshree Ma'am,@itsjeevapal,❤❤❤❤❤,0,NEGATIVE,0.6971,2026-05-05 10:34:39
Ugwx8XN8aa9t9yiK9yd4AaABAg,Daily Current Affairs 2026 | 5 May Current Affairs 2026 | Current Affairs Today | Jayshree Ma'am,@SuruchiKumari-m7r,State bihar district patna and village ranisaray,0,POSITIVE,0.8308,2026-05-05 09:45:51
Ugy6l7Ep6k-L3TUOJOx4AaABAg,Daily Current Affairs 2026 | 5 May Current Affairs 2026 | Current Affairs Today | Jayshree Ma'am,@vikrantkumar4967,Thalapathy❤,0,NEGATIVE,0.6971,2026-05-05 09:08:52
Ugz3v_vd59XWV1ogYt14AaABAg,Daily Current Affairs 2026 | 5 May Current Affairs 2026 | Current Affairs Today | Jayshree Ma'am,@zalahitesh5832,I am from Gujarat ❤,0,POSITIVE,0.9777,2026-05-05 08:48:30
UgwcFKmZeSFhgTbGT-14AaABAg,Daily Current Affairs 2026 | 5 May Current Affairs 2026 | Current Affairs Today | Jayshree Ma'am,@Railway_Aspirants_badalmaurya,Thank you sir,0,POSITIVE,0.9998,2026-05-05 08:48:18
UgzvsV3-dM2_x4tsyVt4AaABAg,Daily Current Affairs 2026 | 5 May Current Affairs 2026 | Current Affairs Today | Jayshree Ma'am,@promodsahni851,Very nice session ❤,0,POSITIVE,0.9999,2026-05-05 08:18:55
UgzfG1uGt8I_JHqukr14AaABAg,Daily Current Affairs 2026 | 5 May Current Affairs 2026 | Current Affairs Today | Jayshree Ma'am,@SmritiVerma-n3f,I am form Bihar ❤,4,POSITIVE,0.7692,2026-05-05 07:52:05
UgwlAukrOOnc-6ZlKn14AaABAg,Daily Current Affairs 2026 | 5 May Current Affairs 2026 | Current Affairs Today | Jayshree Ma'am,@kaushikhere20,mam arunachal ka local language hindi hai,0,NEGATIVE,0.8914,2026-05-05 07:26:07
Ugw-UpQKhNz19W7ZPk14AaABAg,Most Important Current Affairs Update | Breaking News of Past 24 Hours  #shorts #news #breakingnews,@All_Gaming_Shorts793,Thanks you ma'am,2,POSITIVE,0.9998,2026-05-05 07:17:57
UgxN83bJD-k9eRz8w5p4AaABAg,Most Important Current Affairs Update | Breaking News of Past 24 Hours  #shorts #news #breakingnews,@AMITKUMAR-fr4kv,❤🙏,0,NEGATIVE,0.6971,2026-05-05 07:11:26
UgziUdB-zyjDpXWEHyt4AaABAg,Daily Current Affairs 2026 | 5 May Current Affairs 2026 | Current Affairs Today | Jayshree Ma'am,@SunitaDevi-q8y9s,Hello maim ap bhut acha padhti ho kya ye ssc stenographer ke liye bhi h,0,POSITIVE,0.6817,2026-05-05 06:45:10
UgyvF0_a2FRr2NKYO3h4AaABAg,Daily Current Affairs 2026 | 5 May Current Affairs 2026 | Current Affairs Today | Jayshree Ma'am,@RishuPandit-l1m,Telegram pe current affairs ka pdf mil jayega???,0,NEGATIVE,0.9963,2026-05-05 06:44:20
UgwJm1MA_sjb7qBzw8p4AaABAg,Daily Current Affairs 2026 | 5 May Current Affairs 2026 | Current Affairs Today | Jayshree Ma'am,@SunitaDevi-q8y9s,Ssc stenographer ke liye bhi h,0,NEGATIVE,0.6832,2026-05-05 06:44:03
Ugwz74WVbyuZZDgNT1J4AaABAg,Most Important Current Affairs Update | Breaking News of Past 24 Hours  #shorts #news #breakingnews,@मुसाफ़िर______________व3ज,thank you mam 🙏❤❤🎉,0,POSITIVE,0.9997,2026-05-05 06:28:39
UgxpiOgy4dggALSbBaN4AaABAg,Most Important Current Affairs Update | Breaking News of Past 24 Hours  #shorts #news #breakingnews,@HarHarMahadev-p1f,🕉️ Very nice information Thank you so much Ma'am ji 🙏😇💯🔥,0,POSITIVE,0.9998,2026-05-05 06:28:38
UgzYZkgPeyMlYlT-Nmp4AaABAg,Most Important Current Affairs Update | Breaking News of Past 24 Hours  #shorts #news #breakingnews,@PritiSaini-b3g,"very nice news 🗞️🗞️...
thank youuuuuuu so much ma'am 🙏😍🥰💗🫶💗💗💯",0,POSITIVE,0.9998,2026-05-05 06:20:01
UgzhPZjO7rvk7rp-97Z4AaABAg,Most Important Current Affairs Update | Breaking News of Past 24 Hours  #shorts #news #breakingnews,@shagunkushwaha12,❤❤❤,2,NEGATIVE,0.6971,2026-05-05 06:19:26
Ugx8J26QNw4SuRWEkO94AaABAg,Most Important Current Affairs Update | Breaking News of Past 24 Hours  #shorts #news #breakingnews,@bishnupriyamohanty3099,❤,1,NEGATIVE,0.6971,2026-05-05 06:12:14
UgzHcKtwpJo2DNYt-uh4AaABAg,Most Important Current Affairs Update | Breaking News of Past 24 Hours  #shorts #news #breakingnews,@radha001-11q,Thank you mam❤,0,POSITIVE,0.9998,2026-05-05 06:02:56
Ugxuw1G7p5pkK5As_H54AaABAg,Daily Current Affairs 2026 | 5 May Current Affairs 2026 | Current Affairs Today | Jayshree Ma'am,@NehaKumari-w9m9h,Thank you mam ❤❤❤❤❤🎉🎉,0,POSITIVE,0.9997,2026-05-05 05:51:07
Ugw7DZ46KGRpNCLre_B4AaABAg,Daily Current Affairs 2026 | 5 May Current Affairs 2026 | Current Affairs Today | Jayshree Ma'am,@Hotoaye-og8jm,Thank u man 🎉😊,0,POSITIVE,0.9995,2026-05-05 05:28:05
Ugx25wPsMKhz4-hTtWN4AaABAg,Daily Current Affairs 2026 | 5 May Current Affairs 2026 | Current Affairs Today | Jayshree Ma'am,@Cartoongyan8,"Maam 1 may sa 22 april ki pdf upload ho rahi hai , haar din ki pdf upload kar dijiye maam plz",0,NEGATIVE,0.9971,2026-05-05 04:45:40
Ugzx1jTATYHcM_BC5sx4AaABAg,Daily Current Affairs 2026 | 5 May Current Affairs 2026 | Current Affairs Today | Jayshree Ma'am,@Silent_lover_10k,I am from india😂,1,POSITIVE,0.8059,2026-05-05 04:34:39
Ugyh1lu-YmSyBfmMIYZ4AaABAg,Daily Current Affairs 2026 | 5 May Current Affairs 2026 | Current Affairs Today | Jayshree Ma'am,@Avneesh-g5k,Radhe Radhe mam ji,1,POSITIVE,0.7346,2026-05-05 04:29:39
UgwdPe9VZGsDcO4_lGJ4AaABAg,Daily Current Affairs 2026 | 5 May Current Affairs 2026 | Current Affairs Today | Jayshree Ma'am,@pk_9119,Ma'am pdf to dal diya kro plz,0,NEGATIVE,0.9856,2026-05-05 04:26:06
UgxGk-eM1980AizCP-R4AaABAg,Daily Current Affairs 2026 | 5 May Current Affairs 2026 | Current Affairs Today | Jayshree Ma'am,@PoonamRAWAT-d5k,I am from mp,0,POSITIVE,0.923,2026-05-05 04:16:10
UgzYrQkZlR0W8S52nfN4AaABAg,Daily Current Affairs 2026 | 5 May Current Affairs 2026 | Current Affairs Today | Jayshree Ma'am,@NituKumariu,Good morning,0,POSITIVE,0.9998,2026-05-05 04:03:58
UgwN1qYtkThKNBHOsLl4AaABAg,Daily Current Affairs 2026 | 5 May Current Affairs 2026 | Current Affairs Today | Jayshree Ma'am,@Adarsh-i2q7b,❤❤❤❤,0,NEGATIVE,0.6971,2026-05-05 03:56:49
Ugx9VqPiooRMxqhQ87F4AaABAg,Daily Current Affairs 2026 | 5 May Current Affairs 2026 | Current Affairs Today | Jayshree Ma'am,@kajalmishra6970,Good morning mam,1,POSITIVE,0.9997,2026-05-05 03:38:15
Ugxn1BS5N9iZt8rNLi54AaABAg,Careerwill क्यों है Top पर |  India's Top Teaching Faculty For SSC Preparation | SSC  #shorts #ssc,@vishal-o7bv9,Sir batch to purchase kr liya but class kb se live start hogi,0,NEGATIVE,0.9916,2026-05-05 03:37:15
Ugy7w3m9OvPHNrs62AV4AaABAg,Daily Current Affairs 2026 | 5 May Current Affairs 2026 | Current Affairs Today | Jayshree Ma'am,@All_Gaming_Shorts793,Thanks you ma'am,1,POSITIVE,0.9998,2026-05-05 03:36:18
